REFERENCE_PERIOD,NAICS,STATUS,CALCULATED_VALUE
2015-10-01,Aerospace product and parts manufacturing,,1622000000.0
2015-10-01,Railroad rolling stock manufacturing,,172000000.0
2015-10-01,Ship and boat building,,182000000.0
2015-10-01,Other transportation equipment manufacturing,,330000000.0
2015-10-01,Furniture and related product manufacturing,,920000000.0
2015-10-01,Miscellaneous manufacturing,,1011000000.0
2015-11-01,"Total, durable and non-durable goods",,51557000000.0
2015-11-01,Non-durable goods,,23280000000.0
2015-11-01,Food manufacturing,,7740000000.0
2015-11-01,Beverage and tobacco product manufacturing,,1081000000.0
2015-11-01,Textile mills,,135000000.0
2015-11-01,Textile product mills,,144000000.0
2015-11-01,Apparel manufacturing,,196000000.0
2015-11-01,Leather and allied product manufacturing,,40000000.0
2015-11-01,Paper manufacturing,,2310000000.0
2015-11-01,Printing and related support activities,,764000000.0
2015-11-01,Petroleum and coal products manufacturing,,4342000000.0
2015-11-01,Chemical manufacturing,,4129000000.0
2015-11-01,Plastics and rubber products manufacturing,,2398000000.0
2015-11-01,Durable goods,,28276000000.0
2015-11-01,Wood product manufacturing,,2598000000.0
2015-11-01,Non-metallic mineral product manufacturing,,1095000000.0
2015-11-01,Primary metal manufacturing,,3866000000.0
2015-11-01,Fabricated metal product manufacturing,,3002000000.0
2015-11-01,Machinery manufacturing,,2761000000.0
2015-11-01,Computer and electronic product manufacturing,,1158000000.0
2015-11-01,"Electrical equipment, appliance and component manufacturing",,903000000.0
2015-11-01,Transportation equipment manufacturing,,10868000000.0
2015-11-01,Motor vehicle manufacturing,,5539000000.0
2015-11-01,Motor vehicle body and trailer manufacturing,,239000000.0
2015-11-01,Motor vehicle parts manufacturing,,2646000000.0
2015-11-01,Aerospace product and parts manufacturing,,1853000000.0
2015-11-01,Railroad rolling stock manufacturing,,169000000.0
2015-11-01,Ship and boat building,,130000000.0
2015-11-01,Other transportation equipment manufacturing,,292000000.0
2015-11-01,Furniture and related product manufacturing,,920000000.0
2015-11-01,Miscellaneous manufacturing,,1107000000.0
2015-12-01,"Total, durable and non-durable goods",,51928000000.0
2015-12-01,Non-durable goods,,23499000000.0
2015-12-01,Food manufacturing,,7729000000.0
2015-12-01,Beverage and tobacco product manufacturing,,1064000000.0
2015-12-01,Textile mills,,138000000.0
2015-12-01,Textile product mills,,144000000.0
2015-12-01,Apparel manufacturing,,178000000.0
2015-12-01,Leather and allied product manufacturing,,45000000.0
2015-12-01,Paper manufacturing,,2328000000.0
2015-12-01,Printing and related support activities,,777000000.0
2015-12-01,Petroleum and coal products manufacturing,,4500000000.0
2015-12-01,Chemical manufacturing,,4195000000.0
2015-12-01,Plastics and rubber products manufacturing,,2402000000.0
2015-12-01,Durable goods,,28429000000.0
2015-12-01,Wood product manufacturing,,2729000000.0
2015-12-01,Non-metallic mineral product manufacturing,,1103000000.0
2015-12-01,Primary metal manufacturing,,3945000000.0
2015-12-01,Fabricated metal product manufacturing,,3002000000.0
2015-12-01,Machinery manufacturing,,2801000000.0
2015-12-01,Computer and electronic product manufacturing,,1149000000.0
2015-12-01,"Electrical equipment, appliance and component manufacturing",,877000000.0
2015-12-01,Transportation equipment manufacturing,,10712000000.0
2015-12-01,Motor vehicle manufacturing,,5534000000.0
2015-12-01,Motor vehicle body and trailer manufacturing,,257000000.0
2015-12-01,Motor vehicle parts manufacturing,,2625000000.0
2015-12-01,Aerospace product and parts manufacturing,,1682000000.0
2015-12-01,Railroad rolling stock manufacturing,,143000000.0
2015-12-01,Ship and boat building,,144000000.0
2015-12-01,Other transportation equipment manufacturing,,327000000.0
2015-12-01,Furniture and related product manufacturing,,948000000.0
2015-12-01,Miscellaneous manufacturing,,1162000000.0
2016-01-01,"Total, durable and non-durable goods",,53015000000.0
2016-01-01,Non-durable goods,,23792000000.0
2016-01-01,Food manufacturing,,7829000000.0
2016-01-01,Beverage and tobacco product manufacturing,,1068000000.0
2016-01-01,Textile mills,,141000000.0
2016-01-01,Textile product mills,,146000000.0
2016-01-01,Apparel manufacturing,,190000000.0
2016-01-01,Leather and allied product manufacturing,,36000000.0
2016-01-01,Paper manufacturing,,2423000000.0
2016-01-01,Printing and related support activities,,781000000.0
2016-01-01,Petroleum and coal products manufacturing,,4642000000.0
2016-01-01,Chemical manufacturing,,4077000000.0
2016-01-01,Plastics and rubber products manufacturing,,2459000000.0
2016-01-01,Durable goods,,29223000000.0
2016-01-01,Wood product manufacturing,,2654000000.0
2016-01-01,Non-metallic mineral product manufacturing,,1117000000.0
2016-01-01,Primary metal manufacturing,,4010000000.0
2016-01-01,Fabricated metal product manufacturing,,2977000000.0
2016-01-01,Machinery manufacturing,,2750000000.0
2016-01-01,Computer and electronic product manufacturing,,1174000000.0
2016-01-01,"Electrical equipment, appliance and component manufacturing",,854000000.0
2016-01-01,Transportation equipment manufacturing,,11571000000.0
2016-01-01,Motor vehicle manufacturing,,6168000000.0
2016-01-01,Motor vehicle body and trailer manufacturing,,267000000.0
2016-01-01,Motor vehicle parts manufacturing,,2708000000.0
2016-01-01,Aerospace product and parts manufacturing,,1729000000.0
2016-01-01,Railroad rolling stock manufacturing,,173000000.0
2016-01-01,Ship and boat building,,133000000.0
2016-01-01,Other transportation equipment manufacturing,,392000000.0
2016-01-01,Furniture and related product manufacturing,,935000000.0
2016-01-01,Miscellaneous manufacturing,,1182000000.0
2016-02-01,"Total, durable and non-durable goods",,51509000000.0
2016-02-01,Non-durable goods,,23339000000.0
2016-02-01,Food manufacturing,,7837000000.0
2016-02-01,Beverage and tobacco product manufacturing,,1091000000.0
2016-02-01,Textile mills,,139000000.0
2016-02-01,Textile product mills,,151000000.0
2016-02-01,Apparel manufacturing,,186000000.0
2016-02-01,Leather and allied product manufacturing,,34000000.0
2016-02-01,Paper manufacturing,,2295000000.0
2016-02-01,Printing and related support activities,,760000000.0
2016-02-01,Petroleum and coal products manufacturing,,4225000000.0
2016-02-01,Chemical manufacturing,,4236000000.0
2016-02-01,Plastics and rubber products manufacturing,,2383000000.0
2016-02-01,Durable goods,,28170000000.0
2016-02-01,Wood product manufacturing,,2731000000.0
2016-02-01,Non-metallic mineral product manufacturing,,1084000000.0
2016-02-01,Primary metal manufacturing,,3984000000.0
2016-02-01,Fabricated metal product manufacturing,,2864000000.0
2016-02-01,Machinery manufacturing,,2733000000.0
2016-02-01,Computer and electronic product manufacturing,,1155000000.0
2016-02-01,"Electrical equipment, appliance and component manufacturing",,858000000.0
2016-02-01,Transportation equipment manufacturing,,10701000000.0
2016-02-01,Motor vehicle manufacturing,,5747000000.0
2016-02-01,Motor vehicle body and trailer manufacturing,,255000000.0
2016-02-01,Motor vehicle parts manufacturing,,2669000000.0
2016-02-01,Aerospace product and parts manufacturing,,1466000000.0
2016-02-01,Railroad rolling stock manufacturing,,135000000.0
2016-02-01,Ship and boat building,,150000000.0
2016-02-01,Other transportation equipment manufacturing,,280000000.0
2016-02-01,Furniture and related product manufacturing,,915000000.0
2016-02-01,Miscellaneous manufacturing,,1145000000.0
2016-03-01,"Total, durable and non-durable goods",,51591000000.0
2016-03-01,Non-durable goods,,23833000000.0
2016-03-01,Food manufacturing,,7789000000.0
2016-03-01,Beverage and tobacco product manufacturing,,1100000000.0
2016-03-01,Textile mills,,134000000.0
2016-03-01,Textile product mills,,142000000.0
2016-03-01,Apparel manufacturing,,197000000.0
2016-03-01,Leather and allied product manufacturing,,34000000.0
2016-03-01,Paper manufacturing,,2271000000.0
2016-03-01,Printing and related support activities,,773000000.0
2016-03-01,Petroleum and coal products manufacturing,,4743000000.0
2016-03-01,Chemical manufacturing,,4273000000.0
2016-03-01,Plastics and rubber products manufacturing,,2376000000.0
2016-03-01,Durable goods,,27757000000.0
2016-03-01,Wood product manufacturing,,2672000000.0
2016-03-01,Non-metallic mineral product manufacturing,,1074000000.0
2016-03-01,Primary metal manufacturing,,4066000000.0
2016-03-01,Fabricated metal product manufacturing,,2877000000.0
2016-03-01,Machinery manufacturing,,2689000000.0
2016-03-01,Computer and electronic product manufacturing,,1144000000.0
2016-03-01,"Electrical equipment, appliance and component manufacturing",,848000000.0
2016-03-01,Transportation equipment manufacturing,,10376000000.0
2016-03-01,Motor vehicle manufacturing,,5469000000.0
2016-03-01,Motor vehicle body and trailer manufacturing,,230000000.0
2016-03-01,Motor vehicle parts manufacturing,,2623000000.0
2016-03-01,Aerospace product and parts manufacturing,,1581000000.0
2016-03-01,Railroad rolling stock manufacturing,,140000000.0
2016-03-01,Ship and boat building,,134000000.0
2016-03-01,Other transportation equipment manufacturing,,200000000.0
2016-03-01,Furniture and related product manufacturing,,923000000.0
2016-03-01,Miscellaneous manufacturing,,1089000000.0
2016-04-01,"Total, durable and non-durable goods",,52726000000.0
2016-04-01,Non-durable goods,,24224000000.0
2016-04-01,Food manufacturing,,7813000000.0
2016-04-01,Beverage and tobacco product manufacturing,,1119000000.0
2016-04-01,Textile mills,,132000000.0
2016-04-01,Textile product mills,,143000000.0
2016-04-01,Apparel manufacturing,,180000000.0
2016-04-01,Leather and allied product manufacturing,,33000000.0
2016-04-01,Paper manufacturing,,2230000000.0
2016-04-01,Printing and related support activities,,763000000.0
2016-04-01,Petroleum and coal products manufacturing,,5129000000.0
2016-04-01,Chemical manufacturing,,4343000000.0
2016-04-01,Plastics and rubber products manufacturing,,2339000000.0
2016-04-01,Durable goods,,28503000000.0
2016-04-01,Wood product manufacturing,,2623000000.0
2016-04-01,Non-metallic mineral product manufacturing,,1104000000.0
2016-04-01,Primary metal manufacturing,,3993000000.0
2016-04-01,Fabricated metal product manufacturing,,2811000000.0
2016-04-01,Machinery manufacturing,,2723000000.0
2016-04-01,Computer and electronic product manufacturing,,1175000000.0
2016-04-01,"Electrical equipment, appliance and component manufacturing",,857000000.0
2016-04-01,Transportation equipment manufacturing,,11168000000.0
2016-04-01,Motor vehicle manufacturing,,5856000000.0
2016-04-01,Motor vehicle body and trailer manufacturing,,255000000.0
2016-04-01,Motor vehicle parts manufacturing,,2727000000.0
2016-04-01,Aerospace product and parts manufacturing,,1706000000.0
2016-04-01,Railroad rolling stock manufacturing,,201000000.0
2016-04-01,Ship and boat building,,179000000.0
2016-04-01,Other transportation equipment manufacturing,,245000000.0
2016-04-01,Furniture and related product manufacturing,,919000000.0
2016-04-01,Miscellaneous manufacturing,,1130000000.0
2016-05-01,"Total, durable and non-durable goods",,51391000000.0
2016-05-01,Non-durable goods,,23794000000.0
2016-05-01,Food manufacturing,,7935000000.0
2016-05-01,Beverage and tobacco product manufacturing,,1119000000.0
2016-05-01,Textile mills,,135000000.0
2016-05-01,Textile product mills,,139000000.0
2016-05-01,Apparel manufacturing,,184000000.0
2016-05-01,Leather and allied product manufacturing,,35000000.0
2016-05-01,Paper manufacturing,,2209000000.0
2016-05-01,Printing and related support activities,,753000000.0
2016-05-01,Petroleum and coal products manufacturing,,4719000000.0
2016-05-01,Chemical manufacturing,,4198000000.0
2016-05-01,Plastics and rubber products manufacturing,,2367000000.0
2016-05-01,Durable goods,,27596000000.0
2016-05-01,Wood product manufacturing,,2625000000.0
2016-05-01,Non-metallic mineral product manufacturing,,1057000000.0
2016-05-01,Primary metal manufacturing,,3892000000.0
2016-05-01,Fabricated metal product manufacturing,,2772000000.0
2016-05-01,Machinery manufacturing,,2631000000.0
2016-05-01,Computer and electronic product manufacturing,,1180000000.0
2016-05-01,"Electrical equipment, appliance and component manufacturing",,838000000.0
2016-05-01,Transportation equipment manufacturing,,10546000000.0
2016-05-01,Motor vehicle manufacturing,,5325000000.0
2016-05-01,Motor vehicle body and trailer manufacturing,,247000000.0
2016-05-01,Motor vehicle parts manufacturing,,2621000000.0
2016-05-01,Aerospace product and parts manufacturing,,1779000000.0
2016-05-01,Railroad rolling stock manufacturing,,157000000.0
2016-05-01,Ship and boat building,,160000000.0
2016-05-01,Other transportation equipment manufacturing,,256000000.0
2016-05-01,Furniture and related product manufacturing,,937000000.0
2016-05-01,Miscellaneous manufacturing,,1118000000.0
2016-06-01,"Total, durable and non-durable goods",,51604000000.0
2016-06-01,Non-durable goods,,23725000000.0
2016-06-01,Food manufacturing,,7783000000.0
2016-06-01,Beverage and tobacco product manufacturing,,1146000000.0
2016-06-01,Textile mills,,136000000.0
2016-06-01,Textile product mills,,137000000.0
2016-06-01,Apparel manufacturing,,190000000.0
2016-06-01,Leather and allied product manufacturing,,38000000.0
2016-06-01,Paper manufacturing,,2175000000.0
2016-06-01,Printing and related support activities,,753000000.0
2016-06-01,Petroleum and coal products manufacturing,,4617000000.0
2016-06-01,Chemical manufacturing,,4316000000.0
2016-06-01,Plastics and rubber products manufacturing,,2432000000.0
2016-06-01,Durable goods,,27879000000.0
2016-06-01,Wood product manufacturing,,2626000000.0
2016-06-01,Non-metallic mineral product manufacturing,,1082000000.0
2016-06-01,Primary metal manufacturing,,3866000000.0
2016-06-01,Fabricated metal product manufacturing,,2835000000.0
2016-06-01,Machinery manufacturing,,2736000000.0
2016-06-01,Computer and electronic product manufacturing,,1204000000.0
2016-06-01,"Electrical equipment, appliance and component manufacturing",,862000000.0
2016-06-01,Transportation equipment manufacturing,,10538000000.0
2016-06-01,Motor vehicle manufacturing,,5297000000.0
2016-06-01,Motor vehicle body and trailer manufacturing,,265000000.0
2016-06-01,Motor vehicle parts manufacturing,,2760000000.0
2016-06-01,Aerospace product and parts manufacturing,,1624000000.0
2016-06-01,Railroad rolling stock manufacturing,,172000000.0
2016-06-01,Ship and boat building,,166000000.0
2016-06-01,Other transportation equipment manufacturing,,255000000.0
2016-06-01,Furniture and related product manufacturing,,950000000.0
2016-06-01,Miscellaneous manufacturing,,1180000000.0
2016-07-01,"Total, durable and non-durable goods",,51845000000.0
